name,location,cuisines,highlights,cost_for_two,rating,budget_bucket
Biggies Burger 'n' More,BTM,"Cafe, Burger, Fast Food","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",400.0,3.8,low
Peppa Zzing,Infantry Road,"Cafe, Fast Food, Burger","Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb",800.0,4.3,medium
Ashirvaad Grand,BTM,"Chinese, North Indian, South Indian","Masala Dosa, Panneer Butter Masala",400.0,4.0,low
Curries And Pickles,Whitefield,"Andhra, North Indian, Biryani",,250.0,3.1,low
Faasos,BTM,"North Indian, Biryani, Fast Food","Rolls, Chicken Mayo, Bbq Chicken, Chocolate Fantasy, Paneer Roll, Fiery Paneer Tikka, Chicken Wrap",500.0,3.9,low
Barbeque Delight,Koramangala 5th Block,"Arabian, Kerala, North Indian, Chinese, BBQ","Tandoori Chicken, Paratha",800.0,3.8,medium
Imperio Restaurant,Brookefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages","Hyderabadi Biryani, Chicken Kebab, Corn Paratha, Chicken Dosa, Butter Chicken, Fish, Malabari Biryani",700.0,4.2,medium
Kritunga Restaurant,Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese","Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry",650.0,3.8,medium
Paratha Darbar,Koramangala 1st Block,North Indian,,400.0,3.5,low
Sree Abhiruchi,Thippasandra,"Andhra, Biryani",,400.0,3.4,low
Andhra Ruchies,New BEL Road,"Andhra, Biryani",,400.0,,low
Chickpet Donne Biriyani Mane,Nagawara,"Biryani, South Indian, Kebab",,150.0,2.7,low
Craig Cafe,Banaswadi,Cafe,,150.0,,low
Krispy Kreme,Kalyan Nagar,"Desserts, Beverages","Donut, Coffee",300.0,3.9,low
Sri Krishna Kitchen,BTM,Fast Food,,400.0,3.6,low
Jaisalmer,St. Marks Road,"North Indian, Chinese","Lunch Buffet, Kheer, Rajasthani Thali",700.0,3.7,medium
The Milkshake Theory,Basaveshwara Nagar,"Beverages, Fast Food",,400.0,3.0,low
Dhaba Bytes,HSR,North Indian,"Naan, Roti, Shahi Paneer, Shahi Tukda",650.0,4.1,medium
Kabab Mehal,JP Nagar,"Kebab, North Indian, Fast Food, Beverages",,400.0,3.7,low
Kadai Crust - Amma Veetu Samayal,Indiranagar,"Chettinad, South Indian, Biryani","Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry",700.0,3.8,medium
Delhi Bhavan,Commercial Street,"Street Food, Mithai",,150.0,3.4,low
Appam & Curry,Koramangala 1st Block,"Kerala, South Indian",,200.0,3.8,low
Jerry Mama's,Indiranagar,Bakery,,250.0,3.6,low
24 Hours Cake Delivery,Old Airport Road,Bakery,,700.0,3.3,medium
Checkered Bar - MGM Mark,Whitefield,"North Indian, Continental, Chinese",,1300.0,3.6,medium
Ramji Chaiwale,Ulsoor,"Beverages, Fast Food",,250.0,3.8,low
B-hive,Koramangala 1st Block,"Finger Food, North Indian","Tandoori Chicken, Cocktails, Noodles, Beer, Nachos, Pasta, Dragon Chicken",1200.0,4.3,medium
Kshera Sagar,Koramangala 1st Block,"North Indian, Chinese",,200.0,,low
Shagun Sweets & Foods,BTM,"Mithai, North Indian, Street Food, Chinese","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji",400.0,3.5,low
The Cake Lair,BTM,"Bakery, Fast Food, Beverages",,600.0,3.4,medium
Jeevika Donne Biryani,Koramangala 8th Block,"Biryani, Chinese, Fast Food",,300.0,3.4,low
Healthy Bakes 'n' Brew,Jayanagar,Bakery,,150.0,,low
Red Lantern,Cunningham Road,"Chinese, Thai","Noodles, Phad Thai, Sweet Corn Soup, Chop Suey",700.0,3.7,medium
Kaafi Desi,Marathahalli,"North Indian, Street Food","Samosa, Jalebi, Rasmalai, Poha, Aloo Poori, Panipuri, Aloo Sabji",150.0,4.0,low
Brownie Points,Koramangala 4th Block,"Bakery, Desserts",,300.0,3.8,low
Ice - Taj MG Road Bengaluru,MG Road,Continental,"Cocktails, Paneer Tikka, Beer",2800.0,4.1,high
Momo Jojo,JP Nagar,"Chinese, Tibetan, Momos","Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos",300.0,4.3,low
Chickmate,Banaswadi,Fast Food,,,3.4,high
Abhiruchi Hotel,Bommanahalli,"North Indian, Biryani, Seafood",,700.0,3.3,medium
Chin Chin by The Biere Club,Whitefield,Asian,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",1500.0,4.2,high
99 Pancakes,Church Street,"Desserts, Ice Cream",Nutella Pancakes,150.0,4.1,low
Raees Restaurant,Banaswadi,"Chinese, North Indian, South Indian",,500.0,3.3,low
Guzzlers Inn,Brigade Road,"North Indian, Chinese","Beer, Manchurian, Kabab Platter, Chips, Lager, Chilli Chicken, Sandwiches",1100.0,4.0,medium
21 C - La Marvella Sarovar Premiere Hotel,Jayanagar,Continental,,1000.0,3.6,medium
Hotel Zam Zam,Hennur,"North Indian, Chinese",,300.0,3.2,low
Sukhi Bhava,Marathahalli,"Andhra, Chinese, Biryani",,300.0,3.6,low
WTF,Koramangala 5th Block,"Cafe, Continental","Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake",600.0,4.1,medium
Suchi Ruchi Veg & Non Veg Resturant,Bannerghatta Road,"South Indian, North Indian",,400.0,3.2,low
Bismillah Bawarchi,Brookefield,"North Indian, Chinese, Biryani",,300.0,3.6,low
Gandharva Family Restaurant,Basavanagudi,"North Indian, Chinese",,900.0,3.6,medium
New Alameen Restaurant,Ulsoor,"Kerala, North Indian, Chinese",,300.0,3.5,low
Biryani Bazar,Indiranagar,Biryani,,250.0,3.3,low
Reddy's Corner Restaurant,Banaswadi,"North Indian, Chinese",,300.0,,low
Taste Of Nawaab's,Domlur,"North Indian, Chinese",,600.0,3.6,medium
Chaai Resto,Koramangala 6th Block,"Tea, Beverages, Fast Food","Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes",250.0,3.6,low
Stop N Joy,BTM,"Street Food, Beverages",,150.0,,low
New Kadai,Kalyan Nagar,"North Indian, Chinese",,550.0,3.4,low
Tea Break Lounge,Brigade Road,"Beverages, Fast Food",,400.0,3.3,low
Jayanagar Grill House,Jayanagar,"Biryani, Kebab",,250.0,3.5,low
Red Chilli,BTM,"Chinese, Biryani",,400.0,,low
Thalis Of India,Koramangala 7th Block,"South Indian, North Indian, Beverages",,500.0,3.6,low
Food Mood,Whitefield,North Indian,Liti Chokha,350.0,3.7,low
Delhi Restaurant,Marathahalli,"North Indian, Mughlai, Chinese",Dal Tadka,400.0,3.8,low
Calcutta Victoria Chat House,Jeevan Bhima Nagar,Street Food,"Chaat, Pav Bhaji, Panipuri, Kheer, Jalebi, Tea, Dahipuri",150.0,3.6,low
Eat Repeat Express,JP Nagar,"North Indian, South Indian, Chinese, Biryani, Mexican",,700.0,3.2,medium
Carrots,Koramangala 6th Block,"Italian, North Indian, Healthy Food, Desserts","Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams",1100.0,4.1,medium
Smokin Bites,Sarjapur Road,"North Indian, Chinese",,200.0,3.4,low
eat.fit,Indiranagar,"Healthy Food, North Indian, Biryani, Continental, Desserts",,300.0,3.9,low
Ghee Biryani House,BTM,"North Indian, Biryani, Chinese, Arabian",,400.0,3.3,low
Ambur Dum Biriyani,Basavanagudi,Biryani,,160.0,,low
Shilpa Vegetarian Restaurant,Shivajinagar,"South Indian, North Indian, Chinese",,350.0,,low
Anda Ka Funda,BTM,"North Indian, Chinese, Rolls","Paratha, Rolls, Roti",250.0,3.2,low
New Nandan Family Restaurant,JP Nagar,"Biryani, Chinese, Hyderabadi, Kebab",,300.0,,low
Gundappa Donne Biryani,St. Marks Road,Biryani,"Chilli Chicken, Mutton Biryani, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",300.0,3.7,low
Dyu Art Cafe,Koramangala 5th Block,"Cafe, Italian, Fast Food","Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",800.0,4.5,medium
Oven Fresh,Bannerghatta Road,"Bakery, Fast Food",,600.0,,medium
Chatar Patar,Banashankari,"Fast Food, Street Food","Panipuri, Chaat, Noodles, Dahi Bhalle",300.0,3.6,low
Olive Bar And Kitchen,Richmond Road,"Mediterranean, European, Salad","Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto",1800.0,4.5,high
Helloo Delhi,Koramangala 4th Block,North Indian,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",1000.0,4.1,medium
Mayuri Restaurant,Whitefield,"Andhra, Chinese, North Indian",,450.0,,low
Vydehi Green Park Multicuisine Restaurant,Whitefield,"North Indian, South Indian, Chinese",,400.0,,low
Under The Tree,Domlur,"Desserts, Juices, Fast Food",Sandwich,200.0,3.0,low
Alba - JW Marriott Bengaluru,Lavelle Road,Italian,"Pizza, Tiramisu, Pasta, Risotto, Lobster, Panna Cotta, Salad",4000.0,4.4,high
Blue Tokai Coffee Roasters,Koramangala 8th Block,"Cafe, Coffee","Coffee, Potato Wedges",400.0,4.0,low
Raj Rasoi,Ejipura,"North Indian, Chinese",,250.0,3.5,low
Al Hayath,BTM,"North Indian, Chinese",,200.0,3.5,low
Best Of Bengal,Marathahalli,Bengali,"Gulab Jamun, Thali, Salad",300.0,3.8,low
Rajveena Kitchen,BTM,"North Indian, Fast Food, Biryani, Chinese",,500.0,3.7,low
New South Corner,BTM,"South Indian, North Indian, Chinese",,300.0,3.7,low
Spoonful Of Sugar,Indiranagar,"Desserts, Bakery, Cafe","Chicken Lasagne, Bannoffee Pie, Cup Cake, Salad, Salads, Nutella Cheesecake, Tiramisu",800.0,4.0,medium
Healthy Parathawala,BTM,North Indian,,200.0,,low
Gyani Da Punjabi Dhaba,BTM,"North Indian, Chinese","Lassi, Paratha, Paneer Parantha, Butter Chicken, Punjabi Chicken, Shahi Paneer, Chicken Kolhapuri",500.0,3.9,low
Indian Paratha Factory,BTM,North Indian,,250.0,2.9,low
Zengi Pub & Restaurant,BTM,"Finger Food, Continental, Chinese",,900.0,3.7,medium
Mane Biryani,JP Nagar,Biryani,,250.0,,low
Shreyas Upahar & Burger Point,Basavanagudi,"South Indian, Burger",,200.0,3.1,low
Global Flavors,Banaswadi,"North Indian, Fast Food, Beverages",Pizza,1000.0,3.5,medium
New Ambur Biryani,Koramangala 7th Block,Biryani,,150.0,3.2,low
Cafe Medley,Koramangala 5th Block,"Cafe, Continental, Burger","Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800.0,4.2,medium
Panchavati Gaurav Thali,Brigade Road,"Rajasthani, Gujarati","Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi",800.0,4.0,medium
Pot-O-Noodles,Koramangala 4th Block,"Chinese, Asian, Japanese","Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Steamed Rice, Gyoza",800.0,4.3,medium
Kulkarni's New Uttara Karnataka Food Speciality Stores,JP Nagar,South Indian,,250.0,3.4,low
Firangi Bake,Rajarajeshwari Nagar,"Mexican, Italian","Lasagne, Steak, Masala Quesadilla, Garlic Bread",600.0,4.0,medium
Pasta Street,Cunningham Road,"Italian, Pizza, Salad","Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli",1300.0,4.5,medium
Shawarma Hunt,HSR,Arabian,,300.0,3.4,low
Afghani Tandoori Hub,BTM,"Arabian, Afghan",,400.0,3.6,low
Italian Kitchen,HSR,"Italian, Beverages",,400.0,,low
The Second Wife,Hennur,"South Indian, Andhra, Biryani",Chicken Chettinad,800.0,3.7,medium
Anjappar,Koramangala 4th Block,"Chettinad, South Indian","Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken",650.0,3.9,medium
Petoo,Sarjapur Road,"North Indian, Fast Food",,450.0,,low
Barbeque Nation,Electronic City,"North Indian, European, Mediterranean, BBQ, Kebab","Chicken Grill, Paan Kulfi, Mocktails, Crispy Corn, Pasta, Fish Grill, Noodles",1600.0,4.3,high
Imperio Cafe,Whitefield,"Cafe, Fast Food, Pizza, Burger, Beverages",,200.0,3.9,low
Amaravathi Biryani Zone,Whitefield,"Chinese, South Indian, North Indian",,600.0,,medium
Bhaiyaji Food Court,MG Road,"North Indian, Mithai","Paratha, Samosa, Vada Pav",300.0,3.4,low
Shake It Off,Jayanagar,"Beverages, Fast Food","Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes",600.0,4.4,medium
OvenTreats - Patisserie.Bistro,Kalyan Nagar,American,"Burgers, Chicken Steak, Cocktails, Beef Hash, Pork Ribs, French Toast",1000.0,4.0,medium
The Fixx,Koramangala 4th Block,"Continental, South Indian, Italian, North Indian, Chinese","Cocktails, Shakshouka, Beer, Margherita Pizza, Blueberry Cheesecake, Fries, Bellini",1200.0,4.3,medium
MM Bar & Restaurant,Shivajinagar,"South Indian, North Indian",,700.0,3.4,medium
ASEAN - On The Edge,MG Road,"Asian, Thai","Cocktails, Khao Suey, Mocktails, Salad, Beer, Malacca Curry, Sangria",1800.0,4.5,high
Akshaya Sambrama Veg Restaurant,Vasanth Nagar,"South Indian, Chinese",,200.0,3.2,low
California Burrito,HSR,"Mexican, Fast Food","Rice Bowl, California Burrito, Mexican Samosa",400.0,4.1,low
New Taj,Ulsoor,"North Indian, Chinese",,300.0,3.2,low
Spicy Tandoor,Banashankari,North Indian,,150.0,,low
Kadamba Classic,Mysore Road,South Indian,,300.0,3.6,low
The Biriyani Factory,BTM,"North Indian, Biryani",,500.0,3.1,low
Shan-e-Punjabi Express,Whitefield,North Indian,Chicken Biryani,400.0,3.1,low
Tasty Kitchens,Koramangala 6th Block,Pizza,,500.0,,low
Frozen Bottle,JP Nagar,"Beverages, Desserts, Ice Cream",,400.0,3.7,low
Bon Sante,Brigade Road,"Cafe, Continental, Italian","Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice",800.0,3.6,medium
Indy's Comfort Food,Shivajinagar,"North Indian, Beverages, Fast Food","Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai",300.0,4.1,low
Chai Point,Residency Road,"Fast Food, Beverages","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff",250.0,4.0,low
Rahaman's Mess,Thippasandra,"Kerala, North Indian, South Indian",,200.0,,low
The Sandesh Factory,Bannerghatta Road,"Mithai, Desserts",,150.0,,low
Hungry Darjeeling Chinese and Thai,Thippasandra,"Chinese, Thai",,400.0,,low
Talk Ease,City Market,Cafe,,200.0,3.1,low
Club Food,Sarjapur Road,"North Indian, Chinese",,250.0,,low
VT Sindhur Veg,Richmond Road,"North Indian, Chinese",,600.0,3.3,medium
Juice Junction,Marathahalli,"Juices, Fast Food, South Indian, Chinese",,150.0,3.7,low
Ambur Biryani,Koramangala 8th Block,Biryani,,200.0,,low
Tandoor Hut,Koramangala 5th Block,"North Indian, Mughlai, Chinese, Rolls","Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala",700.0,4.1,medium
Desi Bites,Thippasandra,North Indian,,200.0,,low
Night Restro,BTM,"North Indian, Chinese",,500.0,3.1,low
Radhika Veg Delite,Shivajinagar,"South Indian, North Indian",,400.0,,low
Soul Curries,JP Nagar,South Indian,,150.0,,low
Cake Bite,Banashankari,Bakery,,300.0,,low
Cardamom Pods,Marathahalli,"North Indian, Chinese",,450.0,,low
Amrut,Malleshwaram,"North Indian, Chinese, Fast Food",Paratha,300.0,3.5,low
Mane Ruchii,Sarjapur Road,"South Indian, Chinese, Kebab",,400.0,,low
Firangi Bake,Electronic City,"Mexican, Italian","Lasagne, Garlic Bread, Steak",600.0,4.1,medium
A.M New Punjab Food Corner,Koramangala 1st Block,"North Indian, Chinese",,350.0,3.5,low
Cupcake Bliss,Domlur,Bakery,,250.0,3.6,low
Kamat Bugle Rock,Basavanagudi,"South Indian, Fast Food","Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani",300.0,3.9,low
Aramane Donne Biryani,Banashankari,Biryani,,200.0,3.1,low
Vasudev Adiga's,Church Street,"South Indian, North Indian, Chinese, Street Food","Tea, Filter Coffee, Pongal, Masala Dosa",250.0,3.0,low
The Velu's,Domlur,"Fast Food, Chinese",,200.0,3.6,low
Domino's Pizza,MG Road,"Pizza, Fast Food","Pizza, Garlic Bread",800.0,3.9,medium
Hari Super Sandwich,BTM,"Sandwich, Fast Food",,100.0,4.0,low
Punjabi Tadka,Whitefield,"North Indian, Chinese",,400.0,3.2,low
The Nest - The Den Bengaluru,"ITPL Main Road, Whitefield","Finger Food, North Indian, Continental",,1500.0,3.4,high
Pensiri Cafe,HSR,North Indian,,300.0,3.5,low
Santruptii Sagar,CV Raman Nagar,"South Indian, Street Food",,200.0,,low
Lime Twist,Koramangala 5th Block,"Fast Food, Beverages",,150.0,,low
Taste Of Nawaabs,Banaswadi,"North Indian, Mughlai","Chicken Tikka, Garlic Naan, Mutton Rara, Roti",600.0,3.6,medium
Udupi Vaibhav,Marathahalli,"Chinese, North Indian, South Indian","Tea, Filter Coffee, Curd Rice, Cheese Masala Dosa, Idli Vada",400.0,4.1,low
Eat Street,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts","Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles",600.0,4.2,medium
Arya Bhavan Sweets,Vasanth Nagar,"Mithai, Street Food, North Indian",,300.0,3.2,low
Jashn Hyderabadi Bawarchi,New BEL Road,"Hyderabadi, North Indian, Chinese, Biryani","Lemon Chicken, Hyderabadi Biryani",650.0,2.9,medium
Ruby Kabab Centre,Kammanahalli,"Biryani, North Indian",,200.0,,low
The Local - Burger Bar,Koramangala 6th Block,"American, Pizza, Burger","Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork",1500.0,3.8,high
Maashpacheez,Marathahalli,"North Indian, Chinese, South Indian",,300.0,3.5,low
Desi Vdesi,Shanti Nagar,"Fast Food, North Indian, Rolls","Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha",250.0,3.9,low
Kawaii,HSR,"Desserts, Ice Cream","Mochi Ice Cream, Milk Tea",500.0,3.8,low
Cafe Terra,Koramangala 1st Block,"Cafe, Continental","English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers",700.0,4.1,medium
Banjara Melting Pot,Koramangala 4th Block,"North Indian, Chinese, Seafood","Mocktails, Dal Tadka, Paneer Lababdar, Stuffed Kulcha, Vegetable Biryani, Sea Food, Wine",1700.0,4.2,high
K.C Das,Bannerghatta Road,"Mithai, Street Food",,200.0,3.4,low
Desi Deck,Brigade Road,"Mughlai, North Indian, Desserts","Balti Gosht, Cocktails, Dal Makhani",1300.0,3.9,medium
Kadalu Sea Food Restaurant,Vijay Nagar,"Seafood, North Indian, Chinese, Andhra, Biryani, Kebab",,500.0,3.8,low
Cafe Cerrise,Ulsoor,"Cafe, Continental, Salad","Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread",600.0,3.8,medium
Big Mishra Pedha,Jayanagar,Mithai,,250.0,2.9,low
Halli Sogasu,Bannerghatta Road,"South Indian, Andhra",,600.0,3.0,medium
Five Star Chicken,Jeevan Bhima Nagar,"Fast Food, Burger",,200.0,3.7,low
Sangam Kabab Corner,Ulsoor,"Fast Food, North Indian",,300.0,3.1,low
Bawarchi Biryani,Koramangala 6th Block,"Biryani, South Indian",,350.0,3.4,low
Iyengar Cake Mane,HSR,"Bakery, Desserts",,200.0,,low
Paratha Singh Pakora King,Koramangala 6th Block,"Rajasthani, North Indian, Street Food",,300.0,3.7,low
Wangs Kitchen,Ulsoor,Chinese,,1000.0,2.5,medium
Andhra Star Biryani,Brookefield,Biryani,,200.0,3.2,low
Pizza Stop,Cunningham Road,"Pizza, Italian","Nachos, Pasta Del Barone, Cheesy Garlic Bread, Thin Crust Pizza, Oreo Milkshake, Tortilla Chips, Manali Pizza",600.0,3.9,medium
Madhuban Restaurant,Marathahalli,"Bengali, Continental, Fast Food, North Indian, Seafood",,500.0,,low
Chow San,Bannerghatta Road,"Chinese, Thai, Momos",Noodles,500.0,3.0,low
Treat,Indiranagar,"North Indian, Mughlai","Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Roti, Palak Paneer",800.0,3.9,medium
Waffle Stories,Whitefield,Desserts,,300.0,,low
Goli Vada Pav No. 1,Ulsoor,Street Food,,200.0,3.5,low
Limelight - Royal Orchid Hotel,Old Airport Road,"Continental, North Indian","Sea Food, Pizza, Biryani, Coffee, Fish, Chaat, Pasta",2200.0,3.9,high
Brea,Commercial Street,Bakery,,300.0,3.2,low
Fork n Dough,HSR,"Bakery, Fast Food",,200.0,,low
Al-Safaa Chinese Fast Food,Shivajinagar,"Chinese, Fast Food",,250.0,,low
Glen's Bakehouse,Lavelle Road,"Bakery, Cafe, Italian, Desserts","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie",600.0,4.4,medium
Maa ka Dabba,Bommanahalli,"North Indian, Fast Food",,469.0,,low
Srinidhi Sagar Food Line,Indiranagar,"South Indian, North Indian, Chinese","Vada, Masala Dosa, Filter Coffee",250.0,3.7,low
Happy Belly Bakes,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta",500.0,4.2,low
Quickie's,Seshadripuram,"Fast Food, Rolls","Maggi, Sandwiches, Rolls",200.0,3.9,low
Cloud Foods,HSR,"BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",,600.0,,medium
Shake It Off,Brookefield,"Beverages, Fast Food",,600.0,4.0,medium
Amber Rush Express,Residency Road,"Italian, Continental, Chinese",,600.0,,medium
Al Diwan Biryanis And More,Basavanagudi,Biryani,,300.0,3.3,low
Al Aziz Durbar,Banaswadi,"Arabian, Mughlai",,350.0,,low
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",Fries,300.0,3.9,low
Murli,HSR,"North Indian, Chinese, Street Food, Fast Food, Mithai",,500.0,3.7,low
The Lovin' Oven Cakery,Banaswadi,"Bakery, Desserts",,500.0,3.5,low
Butter Side Up,Bellandur,"Desserts, Bakery","Cup Cake, Pie, Red Velvet, Chocolate Cake, German Chocolate",600.0,4.1,medium
Parathe Wali Gali,Wilson Garden,North Indian,,250.0,3.9,low
The Bakery World,Frazer Town,"Bakery, Desserts",,250.0,3.2,low
The Dessert Destination,Rajajinagar,Desserts,,300.0,,low
DeliToons,Koramangala 6th Block,"Sandwich, Pizza, Salad","Sandwiches, Sandwich, Salads, Shahi Paneer",300.0,4.0,low
Irie,Kalyan Nagar,"North Indian, Chinese",,800.0,3.2,medium
Amma's Biryani & Rice,Kammanahalli,"Biryani, Fast Food",,300.0,,low
Bundar,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts","Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings",700.0,4.1,medium
Grill Biryanis,Malleshwaram,"Biryani, North Indian",,500.0,3.1,low
SM Fast Food,BTM,"South Indian, North Indian",,300.0,,low
Royal Savera,Frazer Town,"North Indian, Chinese",,600.0,3.1,medium
Pecos Stones,Indiranagar,Finger Food,"Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda",1100.0,4.2,medium
Arya Bhavan Sweets,Electronic City,"Mithai, Street Food, North Indian",,300.0,,low
5th Main Cafe,HSR,"Cafe, Fast Food",,250.0,3.5,low
